Complexity metrics,Sun, 23 Jun 2019 13:42:38 EDT
Method,ev(G),iv(G),LOC,V,v(G)
"org.jfree.chart.plot.CategoryPlot.drawBackground(Graphics2D,Rectangle2D)",1,1,15,30,1
"org.jfree.chart.plot.CategoryPlot.drawDomainCrosshair(Graphics2D,Rectangle2D,PlotOrientation,int,Comparable,Comparable,Stroke,Paint)",1,2,41,299,2
"org.jfree.chart.plot.CategoryPlot.drawDomainGridlines(Graphics2D,Rectangle2D)",3,4,31,249,6
"org.jfree.chart.plot.CategoryPlot.drawDomainMarkers(Graphics2D,Rectangle2D,int,Layer)",2,3,27,180,5
"org.jfree.chart.plot.CategoryPlot.drawRangeCrosshair(Graphics2D,Rectangle2D,PlotOrientation,double,ValueAxis,Stroke,Paint)",2,2,39,267,3
"org.jfree.chart.plot.CategoryPlot.drawRangeGridlines(Graphics2D,Rectangle2D,List)",4,10,51,436,13
"org.jfree.chart.plot.CategoryPlot.drawRangeLine(Graphics2D,Rectangle2D,double,Stroke,Paint)",1,3,27,223,3
"org.jfree.chart.plot.CategoryPlot.drawRangeMarkers(Graphics2D,Rectangle2D,int,Layer)",2,3,27,180,5
"org.jfree.chart.plot.CategoryPlot.drawZeroRangeBaseline(Graphics2D,Rectangle2D)",2,1,18,77,2
"org.jfree.chart.plot.CategoryPlot.equals(Object)",51,1,188,"2,965",51
"org.jfree.chart.plot.CategoryPlot.findRangeAxisIndex(ValueAxis)",3,3,8,66,3
"org.jfree.chart.plot.CategoryPlot.getAnchorValue()",1,1,10,13,1
"org.jfree.chart.plot.CategoryPlot.getAnnotations()",1,1,11,8,1
"org.jfree.chart.plot.CategoryPlot.getAxisOffset()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getCategories()",1,2,14,38,2
"org.jfree.chart.plot.CategoryPlot.getCategoriesForAxis(CategoryAxis)",1,4,24,133,4
"org.jfree.chart.plot.CategoryPlot.getColumnRenderingOrder()",1,1,11,8,1
"org.jfree.chart.plot.CategoryPlot.getCrosshairDatasetIndex()",1,1,10,11,1
"org.jfree.chart.plot.CategoryPlot.getDataRange(ValueAxis)",1,5,30,181,5
"org.jfree.chart.plot.CategoryPlot.getDataset()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getDataset(int)",1,1,13,22,1
"org.jfree.chart.plot.CategoryPlot.getDatasetCount()",1,1,10,15,1
"org.jfree.chart.plot.CategoryPlot.getDatasetIndices(DatasetRenderingOrder)",1,4,21,108,4
"org.jfree.chart.plot.CategoryPlot.getDatasetRenderingOrder()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainAxis()",1,1,12,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainAxis(int)",1,3,20,88,3
"org.jfree.chart.plot.CategoryPlot.getDomainAxisCount()",1,1,8,15,1
"org.jfree.chart.plot.CategoryPlot.getDomainAxisEdge()",1,1,9,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainAxisEdge(int)",1,2,17,81,2
"org.jfree.chart.plot.CategoryPlot.getDomainAxisForDataset(int)",1,2,24,136,2
"org.jfree.chart.plot.CategoryPlot.getDomainAxisIndex(CategoryAxis)",3,3,22,85,3
"org.jfree.chart.plot.CategoryPlot.getDomainAxisLocation()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainAxisLocation(int)",1,2,16,64,2
"org.jfree.chart.plot.CategoryPlot.getDomainCrosshairColumnKey()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainCrosshairPaint()",1,1,13,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainCrosshairRowKey()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainCrosshairStroke()",1,1,13,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainGridlinePaint()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainGridlinePosition()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainGridlineStroke()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getDomainMarkers(Layer)",1,1,10,11,1
"org.jfree.chart.plot.CategoryPlot.getDomainMarkers(int,Layer)",1,4,23,142,4
"org.jfree.chart.plot.CategoryPlot.getDrawSharedDomainAxis()",1,1,11,13,1
"org.jfree.chart.plot.CategoryPlot.getFixedDomainAxisSpace()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getFixedLegendItems()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getFixedRangeAxisSpace()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getIndexOf(CategoryItemRenderer)",3,3,17,66,3
"org.jfree.chart.plot.CategoryPlot.getLegendItems()",2,4,25,142,5
"org.jfree.chart.plot.CategoryPlot.getOrientation()",1,1,11,8,1
"org.jfree.chart.plot.CategoryPlot.getPlotType()",1,1,9,11,1
"org.jfree.chart.plot.CategoryPlot.getRangeAxis()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeAxis(int)",1,3,18,84,3
"org.jfree.chart.plot.CategoryPlot.getRangeAxisCount()",1,1,8,15,1
"org.jfree.chart.plot.CategoryPlot.getRangeAxisEdge()",1,1,8,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeAxisEdge(int)",1,1,11,28,1
"org.jfree.chart.plot.CategoryPlot.getRangeAxisForDataset(int)",1,2,24,136,2
"org.jfree.chart.plot.CategoryPlot.getRangeAxisIndex(ValueAxis)",1,3,25,96,3
"org.jfree.chart.plot.CategoryPlot.getRangeAxisLocation()",1,1,8,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeAxisLocation(int)",1,2,16,64,2
"org.jfree.chart.plot.CategoryPlot.getRangeCrosshairPaint()",1,1,12,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeCrosshairStroke()",1,1,13,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeCrosshairValue()",1,1,10,13,1
"org.jfree.chart.plot.CategoryPlot.getRangeGridlinePaint()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeGridlineStroke()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeMarkers(Layer)",1,1,12,15,1
"org.jfree.chart.plot.CategoryPlot.getRangeMarkers(int,Layer)",1,4,23,142,4
"org.jfree.chart.plot.CategoryPlot.getRangeMinorGridlinePaint()",1,1,13,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeMinorGridlineStroke()",1,1,13,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeZeroBaselinePaint()",1,1,13,8,1
"org.jfree.chart.plot.CategoryPlot.getRangeZeroBaselineStroke()",1,1,12,8,1
"org.jfree.chart.plot.CategoryPlot.getRenderer()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getRenderer(int)",2,2,16,64,2
"org.jfree.chart.plot.CategoryPlot.getRendererCount()",1,1,10,15,1
"org.jfree.chart.plot.CategoryPlot.getRendererForDataset(CategoryDataset)",3,2,19,88,3
"org.jfree.chart.plot.CategoryPlot.getRendererIndices(DatasetRenderingOrder)",1,4,22,108,4
"org.jfree.chart.plot.CategoryPlot.getRowRenderingOrder()",1,1,11,8,1
"org.jfree.chart.plot.CategoryPlot.getShadowGenerator()",1,1,10,8,1
"org.jfree.chart.plot.CategoryPlot.getWeight()",1,1,11,13,1
"org.jfree.chart.plot.CategoryPlot.handleClick(int,int,PlotRenderingInfo)",1,2,27,204,4
"org.jfree.chart.plot.CategoryPlot.indexOf(CategoryDataset)",3,3,18,66,3
"org.jfree.chart.plot.CategoryPlot.integerise(Rectangle2D)",1,1,14,124,1
"org.jfree.chart.plot.CategoryPlot.isDomainCrosshairVisible()",1,1,13,13,1
"org.jfree.chart.plot.CategoryPlot.isDomainGridlinesVisible()",1,1,10,13,1
"org.jfree.chart.plot.CategoryPlot.isDomainPannable()",1,1,14,8,1
"org.jfree.chart.plot.CategoryPlot.isDomainZoomable()",1,1,12,8,1
"org.jfree.chart.plot.CategoryPlot.isRangeCrosshairLockedOnData()",1,1,11,13,1
"org.jfree.chart.plot.CategoryPlot.isRangeCrosshairVisible()",1,1,10,13,1
"org.jfree.chart.plot.CategoryPlot.isRangeGridlinesVisible()",1,1,10,13,1
"org.jfree.chart.plot.CategoryPlot.isRangeMinorGridlinesVisible()",1,1,13,13,1
"org.jfree.chart.plot.CategoryPlot.isRangePannable()",1,1,15,13,1
"org.jfree.chart.plot.CategoryPlot.isRangeZeroBaselineVisible()",1,1,13,13,1
"org.jfree.chart.plot.CategoryPlot.isRangeZoomable()",1,1,11,8,1
"org.jfree.chart.plot.CategoryPlot.mapDatasetToDomainAxes(int,List)",1,1,17,72,1
"org.jfree.chart.plot.CategoryPlot.mapDatasetToDomainAxis(int,int)",1,1,13,43,1
"org.jfree.chart.plot.CategoryPlot.mapDatasetToRangeAxes(int,List)",1,1,17,72,1
"org.jfree.chart.plot.CategoryPlot.mapDatasetToRangeAxis(int,int)",1,1,13,46,1
"org.jfree.chart.plot.CategoryPlot.panDomainAxes(double,PlotRenderingInfo,Point2D)",1,1,14,4,1
"org.jfree.chart.plot.CategoryPlot.panRangeAxes(double,PlotRenderingInfo,Point2D)",4,2,28,190,5
"org.jfree.chart.plot.CategoryPlot.readObject(ObjectInputStream)",1,9,46,536,9
"org.jfree.chart.plot.CategoryPlot.removeAnnotation(CategoryAnnotation)",1,1,13,15,1
"org.jfree.chart.plot.CategoryPlot.removeAnnotation(CategoryAnnotation,boolean)",1,2,21,82,3
"org.jfree.chart.plot.CategoryPlot.removeDomainMarker(Marker)",1,1,14,15,1
"org.jfree.chart.plot.CategoryPlot.removeDomainMarker(Marker,Layer)",1,1,15,19,1
"org.jfree.chart.plot.CategoryPlot.removeDomainMarker(int,Marker,Layer)",1,1,16,28,1
"org.jfree.chart.plot.CategoryPlot.removeDomainMarker(int,Marker,Layer,boolean)",2,3,33,174,5
"org.jfree.chart.plot.CategoryPlot.removeRangeMarker(Marker)",1,1,16,15,1
"org.jfree.chart.plot.CategoryPlot.removeRangeMarker(Marker,Layer)",1,1,17,19,1
"org.jfree.chart.plot.CategoryPlot.removeRangeMarker(int,Marker,Layer)",1,1,18,31,1
"org.jfree.chart.plot.CategoryPlot.removeRangeMarker(int,Marker,Layer,boolean)",2,3,36,202,5
"org.jfree.chart.plot.CategoryPlot.render(Graphics2D,Rectangle2D,int,PlotRenderingInfo,CategoryCrosshairState)",1,12,72,"1,001",13
"org.jfree.chart.plot.CategoryPlot.rendererChanged(RendererChangeEvent)",3,3,24,101,3
"org.jfree.chart.plot.CategoryPlot.setAnchorValue(double)",1,1,11,15,1
"org.jfree.chart.plot.CategoryPlot.setAnchorValue(double,boolean)",1,2,15,33,2
"org.jfree.chart.plot.CategoryPlot.setAxisOffset(RectangleInsets)",1,1,13,26,1
"org.jfree.chart.plot.CategoryPlot.setColumnRenderingOrder(SortOrder)",1,1,16,26,1
"org.jfree.chart.plot.CategoryPlot.setCrosshairDatasetIndex(int)",1,1,11,15,1
"org.jfree.chart.plot.CategoryPlot.setCrosshairDatasetIndex(int,boolean)",1,2,15,33,2
"org.jfree.chart.plot.CategoryPlot.setDataset(CategoryDataset)",1,1,14,11,1
"org.jfree.chart.plot.CategoryPlot.setDataset(int,CategoryDataset)",1,3,22,133,3
"org.jfree.chart.plot.CategoryPlot.setDatasetRenderingOrder(DatasetRenderingOrder)",1,1,15,26,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxes(CategoryAxis[])",1,2,14,62,2
"org.jfree.chart.plot.CategoryPlot.setDomainAxis(CategoryAxis)",1,1,11,11,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxis(int,CategoryAxis)",1,1,12,22,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxis(int,CategoryAxis,boolean)",1,5,25,168,5
"org.jfree.chart.plot.CategoryPlot.setDomainAxisLocation(AxisLocation)",1,1,13,19,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxisLocation(AxisLocation,boolean)",1,1,11,19,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxisLocation(int,AxisLocation)",1,1,14,25,1
"org.jfree.chart.plot.CategoryPlot.setDomainAxisLocation(int,AxisLocation,boolean)",2,2,24,110,4
"org.jfree.chart.plot.CategoryPlot.setDomainCrosshairColumnKey(Comparable)",1,1,11,11,1
"org.jfree.chart.plot.CategoryPlot.setDomainCrosshairColumnKey(Comparable,boolean)",1,2,15,28,2
"org.jfree.chart.plot.CategoryPlot.setDomainCrosshairPaint(Paint)",1,1,14,26,1
"org.jfree.chart.plot.CategoryPlot.setDomainCrosshairRowKey(Comparable)",1,1,11,11,1
"org.jfree.chart.plot.CategoryPlot.setDomainCrosshairRowKey(Comparable,boolean)",1,2,15,28,2
"org.jfree.chart.plot.CategoryPlot.setDomainCrosshairStroke(Stroke)",1,1,14,22,1
"org.jfree.chart.plot.CategoryPlot.setDomainCrosshairVisible(boolean)",1,2,18,41,2
"org.jfree.chart.plot.CategoryPlot.setDomainGridlinePaint(Paint)",1,1,13,26,1
"org.jfree.chart.plot.CategoryPlot.setDomainGridlinePosition(CategoryAnchor)",1,1,13,26,1
"org.jfree.chart.plot.CategoryPlot.setDomainGridlineStroke(Stroke)",1,1,13,26,1
"org.jfree.chart.plot.CategoryPlot.setDomainGridlinesVisible(boolean)",1,2,17,38,2
"org.jfree.chart.plot.CategoryPlot.setDrawSharedDomainAxis(boolean)",1,1,12,19,1
"org.jfree.chart.plot.CategoryPlot.setFixedDomainAxisSpace(AxisSpace)",1,1,11,11,1
"org.jfree.chart.plot.CategoryPlot.setFixedDomainAxisSpace(AxisSpace,boolean)",1,2,17,28,2
"org.jfree.chart.plot.CategoryPlot.setFixedLegendItems(LegendItemCollection)",1,1,13,15,1
"org.jfree.chart.plot.CategoryPlot.setFixedRangeAxisSpace(AxisSpace)",1,1,11,11,1
"org.jfree.chart.plot.CategoryPlot.setFixedRangeAxisSpace(AxisSpace,boolean)",1,2,17,28,2
"org.jfree.chart.plot.CategoryPlot.setOrientation(PlotOrientation)",1,1,13,26,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxes(ValueAxis[])",1,2,14,62,2
"org.jfree.chart.plot.CategoryPlot.setRangeAxis(ValueAxis)",1,1,9,11,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxis(int,ValueAxis)",1,1,10,19,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxis(int,ValueAxis,boolean)",1,5,25,168,5
"org.jfree.chart.plot.CategoryPlot.setRangeAxisLocation(AxisLocation)",1,1,13,15,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxisLocation(AxisLocation,boolean)",1,1,12,22,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxisLocation(int,AxisLocation)",1,1,13,30,1
"org.jfree.chart.plot.CategoryPlot.setRangeAxisLocation(int,AxisLocation,boolean)",2,2,22,110,4
"org.jfree.chart.plot.CategoryPlot.setRangeCrosshairLockedOnData(boolean)",1,2,15,38,2
"org.jfree.chart.plot.CategoryPlot.setRangeCrosshairPaint(Paint)",1,1,13,26,1
"org.jfree.chart.plot.CategoryPlot.setRangeCrosshairStroke(Stroke)",1,1,15,26,1
"org.jfree.chart.plot.CategoryPlot.setRangeCrosshairValue(double)",1,1,11,15,1
"org.jfree.chart.plot.CategoryPlot.setRangeCrosshairValue(double,boolean)",1,3,17,43,3
"org.jfree.chart.plot.CategoryPlot.setRangeCrosshairVisible(boolean)",1,2,13,38,2
"org.jfree.chart.plot.CategoryPlot.setRangeGridlinePaint(Paint)",1,1,13,26,1
"org.jfree.chart.plot.CategoryPlot.setRangeGridlineStroke(Stroke)",1,1,13,26,1
"org.jfree.chart.plot.CategoryPlot.setRangeGridlinesVisible(boolean)",1,2,15,38,2
"org.jfree.chart.plot.CategoryPlot.setRangeMinorGridlinePaint(Paint)",1,1,15,26,1
"org.jfree.chart.plot.CategoryPlot.setRangeMinorGridlineStroke(Stroke)",1,1,15,26,1
"org.jfree.chart.plot.CategoryPlot.setRangeMinorGridlinesVisible(boolean)",1,2,19,38,2
"org.jfree.chart.plot.CategoryPlot.setRangePannable(boolean)",1,1,13,15,1
"org.jfree.chart.plot.CategoryPlot.setRangeZeroBaselinePaint(Paint)",1,1,15,26,1
"org.jfree.chart.plot.CategoryPlot.setRangeZeroBaselineStroke(Stroke)",1,1,15,26,1
"org.jfree.chart.plot.CategoryPlot.setRangeZeroBaselineVisible(boolean)",1,1,15,19,1
"org.jfree.chart.plot.CategoryPlot.setRenderer(CategoryItemRenderer)",1,1,11,15,1
"org.jfree.chart.plot.CategoryPlot.setRenderer(CategoryItemRenderer,boolean)",1,1,20,19,1
"org.jfree.chart.plot.CategoryPlot.setRenderer(int,CategoryItemRenderer)",1,1,15,30,1
"org.jfree.chart.plot.CategoryPlot.setRenderer(int,CategoryItemRenderer,boolean)",1,4,29,158,4
"org.jfree.chart.plot.CategoryPlot.setRenderers(CategoryItemRenderer[])",1,2,12,62,2
"org.jfree.chart.plot.CategoryPlot.setRowRenderingOrder(SortOrder)",1,1,16,26,1
"org.jfree.chart.plot.CategoryPlot.setShadowGenerator(ShadowGenerator)",1,1,12,15,1
"org.jfree.chart.plot.CategoryPlot.setWeight(int)",1,1,12,19,1
"org.jfree.chart.plot.CategoryPlot.writeObject(ObjectOutputStream)",1,1,22,229,1
"org.jfree.chart.plot.CategoryPlot.zoom(double)",1,2,21,149,2
"org.jfree.chart.plot.CategoryPlot.zoomDomainAxes(double,PlotRenderingInfo,Point2D)",1,1,13,4,1
"org.jfree.chart.plot.CategoryPlot.zoomDomainAxes(double,PlotRenderingInfo,Point2D,boolean)",1,1,18,12,1
"org.jfree.chart.plot.CategoryPlot.zoomDomainAxes(double,double,PlotRenderingInfo,Point2D)",1,1,14,6,1
"org.jfree.chart.plot.CategoryPlot.zoomRangeAxes(double,PlotRenderingInfo,Point2D)",1,1,13,24,1
"org.jfree.chart.plot.CategoryPlot.zoomRangeAxes(double,PlotRenderingInfo,Point2D,boolean)",3,4,35,204,5
"org.jfree.chart.plot.CategoryPlot.zoomRangeAxes(double,double,PlotRenderingInfo,Point2D)",1,3,17,60,3
"org.jfree.chart.plot.CategoryPlotTest.test1169972()",1,1,12,85,1
"org.jfree.chart.plot.CategoryPlotTest.test1654215()",1,2,22,196,2
"org.jfree.chart.plot.CategoryPlotTest.testAddDomainMarker()",1,1,15,105,1
"org.jfree.chart.plot.CategoryPlotTest.testAddRangeMarker()",1,1,15,105,1
"org.jfree.chart.plot.CategoryPlotTest.testAxisIndices()",1,1,16,197,1
"org.jfree.chart.plot.CategoryPlotTest.testAxisLocationIndices()",1,1,18,197,1
"org.jfree.chart.plot.CategoryPlotTest.testAxisRange()",1,1,16,164,1
"org.jfree.chart.plot.CategoryPlotTest.testBug2817504()",1,2,24,158,2
"org.jfree.chart.plot.CategoryPlotTest.testCloning()",1,2,47,797,2
"org.jfree.chart.plot.CategoryPlotTest.testCloning2()",1,2,30,296,2
"org.jfree.chart.plot.CategoryPlotTest.testCloning3()",1,2,32,487,2
"org.jfree.chart.plot.CategoryPlotTest.testConstructor()",1,1,8,19,1
"org.jfree.chart.plot.CategoryPlotTest.testDatasetIndices()",1,1,21,215,1
"org.jfree.chart.plot.CategoryPlotTest.testDomainMarkerIndices()",1,1,21,255,1
"org.jfree.chart.plot.CategoryPlotTest.testEquals()",1,1,299,"6,497",1
"org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList()",1,1,13,82,1
"org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList2()",1,1,13,71,1
"org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList3()",1,1,13,82,1
"org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList4()",1,1,13,71,1
"org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList5()",1,1,13,66,1
"org.jfree.chart.plot.CategoryPlotTest.testGetDomainAxisForDataset()",1,1,36,401,2
"org.jfree.chart.plot.CategoryPlotTest.testGetDomainAxisIndex()",1,1,24,236,2
"org.jfree.chart.plot.CategoryPlotTest.testGetRangeAxisForDataset()",1,1,36,401,2
"org.jfree.chart.plot.CategoryPlotTest.testGetRangeAxisIndex()",1,1,24,236,2
"org.jfree.chart.plot.CategoryPlotTest.testGetRendererForDataset2()",1,1,19,166,1
"org.jfree.chart.plot.CategoryPlotTest.testMapDatasetToDomainAxis()",1,1,18,197,1
"org.jfree.chart.plot.CategoryPlotTest.testMapDatasetToRangeAxis()",1,1,18,197,1
"org.jfree.chart.plot.CategoryPlotTest.testRangeMarkerIndices()",1,1,21,255,1
"org.jfree.chart.plot.CategoryPlotTest.testRemoveDomainMarker()",1,1,9,22,1
"org.jfree.chart.plot.CategoryPlotTest.testRemoveRangeMarker()",1,1,9,22,1
"org.jfree.chart.plot.CategoryPlotTest.testRendererIndices()",1,1,15,159,1
"org.jfree.chart.plot.CategoryPlotTest.testSerialization()",1,1,15,88,1
"org.jfree.chart.plot.CategoryPlotTest.testSerialization2()",1,1,15,82,1
"org.jfree.chart.plot.CategoryPlotTest.testSerialization3()",1,2,18,96,2
"org.jfree.chart.plot.CategoryPlotTest.testSerialization4()",1,2,22,186,2
"org.jfree.chart.plot.CategoryPlotTest.testSerialization5()",1,1,44,514,1
"org.jfree.chart.plot.CategoryPlotTest.testSetRenderer()",1,1,16,78,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.CombinedDomainCategoryPlot()",1,1,6,8,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.CombinedDomainCategoryPlot(CategoryAxis)",1,1,11,43,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.add(CategoryPlot)",1,1,12,11,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.add(CategoryPlot,int)",2,2,28,230,3
"org.jfree.chart.plot.CombinedDomainCategoryPlot.calculateAxisSpace(Graphics2D,Rectangle2D)",1,12,79,"1,233",12
"org.jfree.chart.plot.CombinedDomainCategoryPlot.clone()",1,2,19,89,2
"org.jfree.chart.plot.CombinedDomainCategoryPlot.draw(Graphics2D,Rectangle2D,Point2D,PlotState,PlotRenderingInfo)",1,6,61,741,8
"org.jfree.chart.plot.CombinedDomainCategoryPlot.equals(Object)",5,1,24,155,5
"org.jfree.chart.plot.CombinedDomainCategoryPlot.findSubplot(PlotRenderingInfo,Point2D)",1,2,19,95,2
"org.jfree.chart.plot.CombinedDomainCategoryPlot.getCategories()",1,5,25,158,5
"org.jfree.chart.plot.CombinedDomainCategoryPlot.getCategoriesForAxis(CategoryAxis)",1,1,15,4,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.getDataRange(ValueAxis)",1,1,19,11,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.getGap()",1,1,10,13,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.getLegendItems()",1,4,21,121,4
"org.jfree.chart.plot.CombinedDomainCategoryPlot.getSubplots()",2,2,14,43,2
"org.jfree.chart.plot.CombinedDomainCategoryPlot.handleClick(int,int,PlotRenderingInfo)",1,3,19,149,3
"org.jfree.chart.plot.CombinedDomainCategoryPlot.plotChanged(PlotChangeEvent)",1,1,10,8,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.remove(CategoryPlot)",1,4,30,282,6
"org.jfree.chart.plot.CombinedDomainCategoryPlot.setFixedRangeAxisSpaceForSubplots(AxisSpace)",1,2,13,51,2
"org.jfree.chart.plot.CombinedDomainCategoryPlot.setGap(double)",1,1,12,19,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.setOrientation(PlotOrientation)",1,2,14,59,2
"org.jfree.chart.plot.CombinedDomainCategoryPlot.setShadowGenerator(ShadowGenerator)",1,2,17,80,2
"org.jfree.chart.plot.CombinedDomainCategoryPlot.zoomRangeAxes(double,PlotRenderingInfo,Point2D)",1,1,12,24,1
"org.jfree.chart.plot.CombinedDomainCategoryPlot.zoomRangeAxes(double,PlotRenderingInfo,Point2D,boolean)",1,3,26,140,3
"org.jfree.chart.plot.CombinedDomainCategoryPlot.zoomRangeAxes(double,double,PlotRenderingInfo,Point2D)",1,3,26,138,3
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest.chartChanged(ChartChangeEvent)",1,1,9,15,1
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest.createDataset1()",1,1,37,474,1
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest.createDataset2()",1,1,37,474,1
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest.createPlot()",1,1,35,239,1
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testCloning()",1,1,12,71,1
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testEquals()",1,1,9,22,1
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testNotification()",1,1,21,228,1
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testRemoveSubplot()",1,1,16,106,1
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testSerialization()",1,1,10,22,1
"org.jfree.chart.plot.CombinedDomainXYPlot.CombinedDomainXYPlot()",1,1,6,8,1
"org.jfree.chart.plot.CombinedDomainXYPlot.CombinedDomainXYPlot(ValueAxis)",1,1,13,30,1
"org.jfree.chart.plot.CombinedDomainXYPlot.add(XYPlot)",1,1,13,11,1
